what,kind,bundleId,bundleVersion,description,time
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1463097150821
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1463097228324
activated,editor,org.eclipse.ui.browser,3.3.101.v20111019-1723,"org.eclipse.ui.browser.editor",1463097233952
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1463097236332
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1463097597248
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1463097599720
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1463097611083
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1463097703116
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1463097704906
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1463097909206
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1463097922371
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1463097923826
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1463097941744
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1463097943015
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1463097976104
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1463098008340
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1463099029572
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1463099036463
activated,view,org.eclipse.wst.server.ui,1.3.0.v20120210_1439,"org.eclipse.wst.server.ui.ServersView",1463099040969
executed,command,org.eclipse.wst.server.ui,1.3.0.v20120210_1439,"org.eclipse.wst.server.stop",1463099044453
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1463099045010
activated,view,org.eclipse.wst.server.ui,1.3.0.v20120210_1439,"org.eclipse.wst.server.ui.ServersView",1463099045986
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1463099046049
activated,view,org.eclipse.wst.server.ui,1.3.0.v20120210_1439,"org.eclipse.wst.server.ui.ServersView",1463099048471
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1463099052002
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1463099081461
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1463099082462
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1463099088215
activated,editor,org.eclipse.ui.browser,3.3.101.v20111019-1723,"org.eclipse.ui.browser.editor",1463099097280
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1463099098975
closed,editor,org.eclipse.ui.browser,3.3.101.v20111019-1723,"org.eclipse.ui.browser.editor",1463099098975
activated,editor,org.eclipse.ui.browser,3.3.101.v20111019-1723,"org.eclipse.ui.browser.editor",1463099100388
